url_length,uses_ip,num_dots,protocol,num_subdomains,domain_age_days,dns_valid,whois_info_exists,has_iframe,has_obfuscated_js,label
48,0,2,1,1,-1,0,0,1,0,0
59,0,3,0,1,-1,0,0,-1,-1,1
56,0,1,0,0,-1,0,0,-1,-1,1
53,0,2,1,1,-1,0,0,1,0,0
72,0,4,1,3,-1,0,0,-1,-1,1
198,0,2,0,0,-1,0,0,0,0,1
21,0,1,1,0,-1,0,0,0,0,1
38,0,2,0,1,-1,0,0,-1,-1,1
218,0,3,0,0,-1,0,0,0,0,1
67,0,4,0,3,-1,0,0,-1,-1,1
77,0,1,1,0,-1,0,0,-1,-1,1
67,0,5,1,1,-1,0,0,-1,-1,1
132,0,3,1,1,-1,0,0,0,0,1
53,0,4,1,3,-1,0,0,-1,-1,1
43,0,3,1,1,-1,0,0,0,0,0
43,0,3,1,1,-1,0,0,0,0,0
36,0,2,1,1,-1,0,0,-1,-1,1
52,0,3,0,1,-1,0,0,0,0,0
27,0,1,1,0,-1,0,0,0,1,0
128,0,4,0,0,-1,0,0,0,1,1
23,0,1,0,0,-1,0,0,1,0,0
159,0,2,0,1,-1,0,0,0,0,1
63,0,2,1,0,-1,0,0,1,0,0
56,0,1,1,0,-1,0,0,-1,-1,1
43,0,3,0,1,-1,0,0,0,0,0
30,0,1,0,0,-1,0,0,0,0,1
524,0,4,1,1,-1,0,0,0,0,1
53,0,3,0,1,-1,0,0,0,0,0
63,0,2,0,1,-1,0,0,1,0,0
110,0,5,1,0,-1,0,0,0,0,1
137,0,2,1,1,-1,0,0,-1,-1,1
49,0,2,1,0,-1,0,0,0,0,1
166,0,6,1,1,-1,0,0,-1,-1,1
97,0,6,0,1,-1,0,0,-1,-1,1
35,0,2,0,0,-1,0,0,-1,-1,1
68,0,4,1,3,-1,0,0,-1,-1,1
99,0,2,1,1,-1,0,0,-1,-1,1
66,0,5,0,1,-1,0,0,0,0,1
73,0,3,0,0,-1,0,0,0,0,1
36,0,2,1,0,-1,0,0,0,0,0
48,0,3,0,0,-1,0,0,-1,-1,1
94,0,3,0,1,-1,0,0,-1,-1,1
37,0,3,0,1,-1,0,0,0,0,0
98,0,1,1,0,-1,0,0,0,0,0
53,0,2,1,0,-1,0,0,-1,-1,1
33,0,1,1,0,-1,0,0,0,1,0
26,0,1,1,0,-1,0,0,1,0,0
476,1,24,0,0,-1,0,0,0,1,1
67,0,4,0,0,-1,0,0,1,0,1
36,0,1,1,0,-1,0,0,-1,-1,1
40,0,1,0,0,-1,0,0,-1,-1,1
56,0,2,1,1,-1,0,0,0,0,0
277,0,3,1,1,-1,0,0,0,0,1
28,0,1,1,0,-1,0,0,-1,-1,1
63,0,2,0,1,-1,0,0,1,0,0
48,0,2,0,1,-1,0,0,0,0,0
31,0,2,0,0,-1,0,0,-1,-1,0
60,0,2,1,1,-1,0,0,1,0,0
122,0,1,1,0,-1,0,0,0,0,0
26,0,2,1,1,-1,0,0,0,0,1
45,0,3,0,1,-1,0,0,0,0,0
37,0,2,0,1,-1,0,0,0,0,0
53,0,1,0,0,-1,0,0,0,0,1
25,0,1,0,0,-1,0,0,-1,-1,0
63,0,2,1,1,-1,0,0,-1,-1,1
58,0,1,1,0,-1,0,0,1,0,0
55,0,3,0,1,-1,0,0,0,0,0
44,0,3,0,1,-1,0,0,-1,-1,1
20,0,1,1,0,-1,0,0,-1,-1,1
55,0,2,1,0,-1,0,0,1,0,0
68,0,4,1,3,-1,0,0,-1,-1,1
99,0,3,0,1,-1,0,0,-1,-1,1
186,0,4,0,1,-1,0,0,-1,-1,1
104,0,2,1,1,-1,0,0,0,0,0
55,0,3,0,1,-1,0,0,0,0,0
33,0,1,1,0,-1,0,0,0,1,0
165,0,4,1,1,-1,0,0,-1,-1,1
62,0,3,0,1,-1,0,0,-1,-1,1
52,0,3,0,1,-1,0,0,0,0,0
109,0,3,0,1,-1,0,0,-1,-1,1
63,0,2,0,1,-1,0,0,1,0,0
31,0,3,0,1,-1,0,0,0,0,0
49,0,3,0,1,-1,0,0,0,0,0
52,0,2,0,1,-1,0,0,1,0,0
79,0,3,0,0,-1,0,0,-1,-1,1
34,0,2,1,1,-1,0,0,-1,-1,1
18,0,1,1,0,-1,0,0,0,0,1
68,0,4,1,3,-1,0,0,-1,-1,1
37,0,2,0,0,-1,0,0,0,0,1
126,0,2,1,1,-1,0,0,0,0,1
132,0,2,1,1,-1,0,0,-1,-1,1
63,0,2,0,1,-1,0,0,1,0,0
43,0,3,1,1,-1,0,0,0,0,0
55,0,2,1,1,-1,0,0,-1,-1,1
65,0,2,1,1,-1,0,0,0,0,0
33,0,1,1,0,-1,0,0,0,1,0
59,0,2,1,1,-1,0,0,0,0,0
26,0,1,1,0,-1,0,0,1,0,0
96,0,3,0,1,-1,0,0,0,0,1
23,0,1,1,0,-1,0,0,-1,-1,1
47,0,2,0,1,-1,0,0,-1,-1,1
50,0,2,0,0,-1,0,0,0,0,1
147,0,1,0,0,-1,0,0,1,0,0
64,0,2,1,1,-1,0,0,1,0,1
142,0,5,1,1,-1,0,0,-1,-1,1
42,0,3,1,1,-1,0,0,0,0,0
101,0,2,1,1,-1,0,0,0,0,0
90,0,5,0,2,-1,0,0,-1,-1,1
39,0,1,0,0,-1,0,0,0,0,1
43,0,2,1,1,-1,0,0,-1,-1,1
71,0,2,1,1,-1,0,0,0,0,0
26,0,2,1,1,-1,0,0,1,0,1
74,0,3,1,1,-1,0,0,0,0,0
68,0,4,1,3,-1,0,0,-1,-1,1
272,0,3,1,1,-1,0,0,-1,-1,1
30,0,1,0,0,-1,0,0,1,0,0
37,0,2,1,1,-1,0,0,-1,-1,1
97,0,2,1,0,-1,0,0,-1,-1,1
108,0,2,1,1,-1,0,0,0,0,0
205,0,1,0,0,-1,0,0,0,0,1
62,0,3,1,1,-1,0,0,0,0,0
67,0,3,1,1,-1,0,0,0,0,0
91,0,2,1,1,-1,0,0,0,0,0
67,0,4,0,3,-1,0,0,-1,-1,1
45,0,2,1,0,-1,0,0,-1,-1,1
33,0,1,1,0,-1,0,0,0,1,0
113,0,2,1,1,-1,0,0,-1,-1,1
52,0,3,0,1,-1,0,0,0,0,0
60,0,2,1,1,-1,0,0,0,0,0
60,0,2,1,1,-1,0,0,0,0,0
39,0,1,1,0,-1,0,0,1,0,0
46,0,2,1,1,-1,0,0,0,0,0
144,0,2,1,1,-1,0,0,0,0,1
109,0,13,0,6,-1,0,0,-1,-1,1
32,0,1,1,0,-1,0,0,0,1,0
33,0,1,1,0,-1,0,0,0,1,0
50,0,3,0,1,-1,0,0,0,0,0
38,0,3,0,1,-1,0,0,0,0,0
61,0,6,1,4,-1,0,0,-1,-1,1
32,0,1,1,0,-1,0,0,-1,-1,1
192,0,1,0,0,-1,0,0,0,0,1
21,0,1,0,0,-1,0,0,-1,-1,0
42,0,1,1,0,-1,0,0,0,0,1
40,0,4,1,1,-1,0,0,-1,-1,1
159,0,2,0,1,-1,0,0,0,0,1
38,0,3,1,1,-1,0,0,0,0,0
50,0,1,0,0,-1,0,0,-1,-1,1
50,0,2,1,1,-1,0,0,0,0,0
93,0,3,0,0,-1,0,0,-1,-1,1
62,0,4,1,2,-1,0,0,-1,-1,1
26,0,1,0,0,-1,0,0,-1,-1,1
27,0,2,0,1,-1,0,0,0,0,1
56,0,3,0,1,-1,0,0,0,0,0
132,0,3,1,1,-1,0,0,0,0,1
32,0,1,1,0,-1,0,0,-1,-1,1
27,0,1,1,0,-1,0,0,-1,-1,1
36,0,2,1,1,-1,0,0,-1,-1,1
96,0,2,1,1,-1,0,0,0,0,0
134,0,2,1,1,-1,0,0,0,0,0
36,0,2,1,1,-1,0,0,0,0,0
100,0,3,1,0,-1,0,0,0,0,1
107,0,2,1,0,-1,0,0,0,0,0
64,1,3,0,0,-1,0,0,-1,-1,1
58,0,3,0,1,-1,0,0,0,0,0
55,0,3,0,1,-1,0,0,0,0,0
92,0,2,1,1,-1,0,0,0,0,0
22,0,1,0,0,-1,0,0,-1,-1,0
68,0,4,1,3,-1,0,0,-1,-1,1
27,0,2,1,0,-1,0,0,0,0,1
25,0,1,0,0,-1,0,0,-1,-1,1
68,0,4,1,3,-1,0,0,-1,-1,1
52,0,3,0,1,-1,0,0,0,0,0
24,0,2,1,1,-1,0,0,0,0,0
27,0,2,1,1,-1,0,0,0,0,1
52,0,3,1,1,-1,0,0,-1,-1,1
43,0,1,1,0,-1,0,0,0,1,0
70,0,3,1,1,-1,0,0,0,0,0
32,0,2,0,1,-1,0,0,-1,-1,1
19,0,1,0,0,-1,0,0,-1,-1,1
51,0,2,0,0,-1,0,0,0,0,1
31,0,1,1,0,-1,0,0,-1,-1,1
41,0,1,0,0,-1,0,0,0,0,1
105,0,2,0,0,-1,0,0,0,0,1
53,0,2,1,0,-1,0,0,1,0,0
396,0,4,1,1,-1,0,0,0,0,1
127,0,2,1,1,-1,0,0,-1,-1,1
66,0,1,1,0,-1,0,0,0,0,0
34,0,2,0,1,-1,0,0,-1,-1,1
22,0,1,0,0,-1,0,0,-1,-1,0
33,0,1,0,0,-1,0,0,-1,-1,1
34,0,1,0,0,-1,0,0,-1,-1,1
63,0,3,0,1,-1,0,0,1,0,0
114,0,2,1,0,-1,0,0,-1,-1,1
36,0,2,1,1,-1,0,0,0,0,0
137,0,2,0,0,-1,0,0,-1,-1,1
367,0,8,1,1,-1,0,0,0,0,1
126,0,4,1,1,-1,0,0,0,0,0
30,0,1,0,0,-1,0,0,0,1,0
71,0,1,1,0,-1,0,0,0,0,0
46,0,1,1,0,-1,0,0,1,0,1
25,0,1,0,0,-1,0,0,-1,-1,0
55,0,3,1,1,-1,0,0,0,0,0
49,0,3,0,1,-1,0,0,0,0,0
116,0,6,0,0,-1,0,0,1,0,1
50,0,1,1,0,-1,0,0,0,1,0
110,0,3,0,0,-1,0,0,-1,-1,1
80,0,1,0,0,-1,0,0,0,0,0
50,0,3,0,1,-1,0,0,0,0,0
29,0,3,1,2,-1,0,0,-1,-1,1
67,0,4,0,3,-1,0,0,-1,-1,1
140,0,4,0,0,-1,0,0,-1,-1,1
21,0,1,0,0,-1,0,0,0,0,1
37,0,3,0,1,-1,0,0,0,0,0
18,0,1,1,0,-1,0,0,-1,-1,1
35,0,2,1,0,-1,0,0,0,0,0
48,0,2,1,1,-1,0,0,-1,-1,1
32,0,4,0,1,-1,0,0,0,0,1
37,0,2,1,0,-1,0,0,0,0,0
27,0,1,1,0,-1,0,0,1,0,1
68,0,4,1,3,-1,0,0,-1,-1,1
205,0,14,0,0,-1,0,0,-1,-1,1
42,0,2,0,0,-1,0,0,-1,-1,1
69,0,5,1,3,-1,0,0,0,0,1
52,0,3,0,1,-1,0,0,0,0,0
50,0,2,1,1,-1,0,0,0,0,0
25,0,2,0,1,-1,0,0,-1,-1,1
22,0,1,1,0,-1,0,0,0,0,1
48,0,3,1,0,-1,0,0,0,0,1
46,0,3,1,1,-1,0,0,-1,-1,1
70,0,2,0,1,-1,0,0,0,0,0
65,0,2,1,1,-1,0,0,0,0,0
112,0,6,0,0,-1,0,0,1,0,1
82,0,2,0,1,-1,0,0,0,0,0
38,0,2,1,1,-1,0,0,-1,-1,1
45,0,2,1,1,-1,0,0,1,0,0
38,0,3,1,1,-1,0,0,-1,-1,1
59,0,2,1,1,-1,0,0,0,0,0
55,0,2,1,1,-1,0,0,-1,-1,1
71,0,4,1,3,-1,0,0,-1,-1,1
22,0,1,1,0,-1,0,0,0,0,1
23,0,1,1,0,-1,0,0,0,0,1
35,0,2,0,1,-1,0,0,-1,-1,1
33,0,1,1,0,-1,0,0,0,1,0
52,0,3,0,1,-1,0,0,0,0,0
149,0,4,0,1,-1,0,0,0,0,1
35,0,1,1,0,-1,0,0,-1,-1,1
28,0,1,0,0,-1,0,0,-1,-1,1
22,0,1,1,0,-1,0,0,0,0,1
37,0,3,1,1,-1,0,0,0,0,0
99,0,2,1,1,-1,0,0,-1,-1,1
98,0,2,1,1,-1,0,0,0,1,0
37,0,2,1,0,-1,0,0,0,0,0
61,0,2,1,1,-1,0,0,-1,-1,1
37,0,2,1,0,-1,0,0,0,0,0
35,0,2,1,0,-1,0,0,0,0,0
53,0,3,0,1,-1,0,0,0,0,0
96,0,2,1,1,-1,0,0,0,0,0
21,0,1,0,0,-1,0,0,-1,-1,1
45,0,3,0,1,-1,0,0,0,0,0
18,0,1,1,0,-1,0,0,0,0,0
32,0,1,0,0,-1,0,0,-1,-1,1
53,0,3,1,0,-1,0,0,-1,-1,1
20,0,1,1,0,-1,0,0,1,0,0
30,0,1,1,0,-1,0,0,-1,-1,1
81,0,2,1,1,-1,0,0,0,0,1
49,0,2,1,1,-1,0,0,0,0,0
95,0,1,1,0,-1,0,0,0,0,0
37,0,2,1,0,-1,0,0,0,0,0
91,0,2,1,1,-1,0,0,0,0,0
37,0,2,1,1,-1,0,0,0,0,0
107,0,2,1,1,-1,0,0,0,0,0
50,0,2,1,1,-1,0,0,1,0,0
78,0,1,1,0,-1,0,0,0,0,0
31,0,2,0,1,-1,0,0,0,0,0
27,0,1,0,0,-1,0,0,-1,-1,1
69,0,2,0,0,-1,0,0,-1,-1,1
56,0,2,1,1,-1,0,0,0,0,0
47,0,2,1,0,-1,0,0,0,0,0
153,0,4,0,0,-1,0,0,-1,-1,1
55,0,4,1,2,-1,0,0,-1,-1,1
33,0,1,1,0,-1,0,0,0,1,0
81,0,2,0,0,-1,0,0,-1,-1,1
44,0,2,0,1,-1,0,0,-1,-1,1
22,0,2,1,1,-1,0,0,0,0,1
37,0,2,1,1,-1,0,0,0,0,0
67,0,4,0,3,-1,0,0,-1,-1,1
52,0,3,0,1,-1,0,0,0,0,0
35,0,1,1,0,-1,0,0,-1,-1,1
22,0,1,1,0,-1,0,0,0,0,1
392,0,3,0,1,-1,0,0,0,0,1
44,0,1,1,0,-1,0,0,0,1,0
33,0,2,1,1,-1,0,0,-1,-1,1
37,0,2,1,1,-1,0,0,0,0,0
51,0,3,0,1,-1,0,0,0,0,0
28,0,1,0,0,-1,0,0,-1,-1,1
80,0,1,1,0,-1,0,0,0,0,0
39,0,3,1,2,-1,0,0,-1,-1,1
32,0,1,1,0,-1,0,0,0,1,0
49,0,2,1,0,-1,0,0,0,0,0
175,0,2,0,1,-1,0,0,0,0,1
34,0,2,0,1,-1,0,0,-1,-1,1
63,0,2,0,1,-1,0,0,1,0,0
53,0,3,0,1,-1,0,0,0,0,0
23,0,1,0,0,-1,0,0,0,0,1
102,0,3,1,1,-1,0,0,-1,-1,1
111,0,3,1,1,-1,0,0,-1,-1,1
165,0,3,1,1,-1,0,0,-1,-1,1
133,0,3,0,0,-1,0,0,0,0,1
27,0,2,1,1,-1,0,0,0,0,1
95,0,2,1,1,-1,0,0,0,0,1
18,0,1,0,0,-1,0,0,-1,-1,1
49,0,2,0,1,-1,0,0,0,0,0
59,0,2,1,1,-1,0,0,0,0,0
30,0,2,1,0,-1,0,0,0,0,0
25,0,2,0,0,-1,0,0,0,0,0
32,0,1,1,0,-1,0,0,0,1,0
34,0,3,0,1,-1,0,0,0,0,0
29,0,1,0,0,-1,0,0,-1,-1,0
36,0,2,1,1,-1,0,0,0,0,0
67,0,4,0,3,-1,0,0,-1,-1,1
54,0,2,1,1,-1,0,0,-1,-1,1
21,0,1,0,0,-1,0,0,-1,-1,0
63,0,2,0,1,-1,0,0,1,0,0
52,0,3,0,1,-1,0,0,0,0,0
92,0,3,0,1,-1,0,0,-1,-1,1
59,0,2,1,1,-1,0,0,0,0,0
67,0,4,0,3,-1,0,0,-1,-1,1
63,0,3,0,0,-1,0,0,0,0,1
96,0,2,1,1,-1,0,0,0,0,0
121,0,2,1,1,-1,0,0,0,0,0
21,0,1,0,0,-1,0,0,-1,-1,0
30,0,2,1,1,-1,0,0,-1,-1,1
73,0,2,0,1,-1,0,0,0,0,0
38,1,3,0,0,-1,0,0,-1,-1,1
26,0,1,0,0,-1,0,0,-1,-1,1
39,0,1,0,0,-1,0,0,1,0,0
21,0,1,1,0,-1,0,0,0,0,1
51,0,1,1,0,-1,0,0,0,0,0
68,0,4,1,3,-1,0,0,-1,-1,1
59,0,1,0,0,-1,0,0,0,0,0
87,0,1,1,0,-1,0,0,0,0,0
53,0,3,0,1,-1,0,0,0,0,0
50,0,3,1,1,-1,0,0,0,0,1
50,0,3,0,1,-1,0,0,0,0,0
118,0,4,1,1,-1,0,0,-1,-1,1
68,0,4,1,3,-1,0,0,-1,-1,1
50,0,3,1,1,-1,0,0,0,0,0
56,0,2,0,1,-1,0,0,1,0,0
38,0,1,0,0,-1,0,0,1,0,0
20,0,1,1,0,-1,0,0,1,0,0
67,0,4,0,3,-1,0,0,-1,-1,1
21,0,1,1,0,-1,0,0,0,0,1
43,0,2,0,0,-1,0,0,-1,-1,1
56,0,3,0,1,-1,0,0,0,0,0
111,0,2,1,1,-1,0,0,0,0,0
38,0,5,1,4,-1,0,0,-1,-1,1
363,0,5,1,0,-1,0,0,0,0,1
19,0,1,0,0,-1,0,0,-1,-1,1
63,0,2,0,1,-1,0,0,1,0,0
246,0,3,1,1,-1,0,0,0,0,1
34,0,2,0,0,-1,0,0,0,0,0
64,0,3,1,1,-1,0,0,0,0,0
67,0,4,0,3,-1,0,0,-1,-1,1
74,0,3,1,1,-1,0,0,0,0,0
43,0,1,1,0,-1,0,0,0,1,0
106,0,2,0,1,-1,0,0,-1,-1,1
58,0,1,1,0,-1,0,0,-1,-1,1
48,0,2,0,1,-1,0,0,0,0,0
33,0,1,1,0,-1,0,0,0,1,0
36,0,2,1,1,-1,0,0,0,0,0
47,0,2,1,0,-1,0,0,0,0,1
52,0,2,1,0,-1,0,0,1,0,0
38,0,2,1,0,-1,0,0,-1,-1,0
38,0,2,0,1,-1,0,0,0,0,0
31,0,2,1,1,-1,0,0,0,0,1
50,0,2,1,1,-1,0,0,1,0,0
27,0,1,0,0,-1,0,0,-1,-1,0
31,0,1,0,0,-1,0,0,-1,-1,1
31,0,2,1,1,-1,0,0,-1,-1,1
64,0,3,1,1,-1,0,0,0,0,0
60,0,3,0,1,-1,0,0,0,0,1
71,0,2,1,1,-1,0,0,0,0,0
67,0,4,0,3,-1,0,0,-1,-1,1
40,0,3,0,1,-1,0,0,0,0,0
33,0,1,1,0,-1,0,0,0,1,0
47,0,2,1,1,-1,0,0,0,1,0
82,0,2,1,1,-1,0,0,-1,-1,1
32,0,1,1,0,-1,0,0,0,1,0
41,0,3,0,2,-1,0,0,-1,-1,1
59,0,2,0,1,-1,0,0,1,0,0
48,0,2,1,0,-1,0,0,0,0,0
37,0,3,0,1,-1,0,0,0,0,0
67,0,4,0,3,-1,0,0,-1,-1,1
35,0,3,1,2,-1,0,0,-1,-1,1
66,0,2,0,0,-1,0,0,0,0,1
58,0,1,0,0,-1,0,0,0,0,1
40,0,1,1,0,-1,0,0,0,0,0
56,0,3,0,1,-1,0,0,0,0,0
35,0,4,1,1,-1,0,0,0,0,1
36,0,3,1,2,-1,0,0,-1,-1,1
71,0,2,1,1,-1,0,0,0,0,0
42,0,2,1,1,-1,0,0,-1,-1,1
29,0,2,1,1,-1,0,0,-1,-1,1
32,0,1,0,0,-1,0,0,0,0,0
32,0,1,1,0,-1,0,0,-1,-1,1
22,0,2,0,1,-1,0,0,-1,-1,1
41,0,3,1,1,-1,0,0,0,0,0
37,0,2,1,0,-1,0,0,0,0,0
33,0,1,1,0,-1,0,0,0,1,0
88,0,1,1,0,-1,0,0,0,0,1
39,0,3,1,1,-1,0,0,0,0,0
79,0,4,0,3,-1,0,0,-1,-1,1
53,0,2,1,0,-1,0,0,1,0,0
51,0,3,1,1,-1,0,0,0,0,1
49,0,4,1,2,-1,0,0,0,0,1
109,0,3,1,1,-1,0,0,0,0,0
41,0,3,1,1,-1,0,0,0,0,0
26,0,1,0,0,-1,0,0,1,0,0
60,0,2,0,1,-1,0,0,1,0,0
37,0,2,1,0,-1,0,0,0,0,0
39,0,2,0,1,-1,0,0,-1,-1,1
33,0,1,1,0,-1,0,0,0,1,0
41,0,3,1,1,-1,0,0,0,0,1
31,0,2,0,1,-1,0,0,-1,-1,1
32,0,1,1,0,-1,0,0,-1,-1,1
54,0,3,0,1,-1,0,0,0,0,0
178,0,4,0,2,-1,0,0,-1,-1,1
20,0,1,1,0,-1,0,0,1,0,0
117,0,2,1,1,-1,0,0,0,0,0
48,0,1,1,0,-1,0,0,0,0,1
20,0,1,1,0,-1,0,0,0,0,1
25,0,1,1,0,-1,0,0,-1,-1,1
72,0,2,1,1,-1,0,0,0,0,1
42,0,3,0,0,-1,0,0,-1,-1,1
30,0,1,0,0,-1,0,0,-1,-1,1
52,0,2,1,1,-1,0,0,-1,-1,1
52,0,3,0,1,-1,0,0,0,0,0
60,0,4,1,1,-1,0,0,0,0,1
37,0,3,1,0,-1,0,0,-1,-1,1
32,0,1,1,0,-1,0,0,0,1,0
46,0,2,1,1,-1,0,0,0,0,0
59,0,14,0,1,-1,0,0,0,0,1
159,0,2,0,1,-1,0,0,0,0,1
36,0,2,0,0,-1,0,0,0,0,0
61,0,2,0,0,-1,0,0,-1,-1,1
35,0,1,1,0,-1,0,0,-1,-1,1
22,0,1,1,0,-1,0,0,0,0,1
18,0,1,1,0,-1,0,0,0,0,1
41,0,3,1,1,-1,0,0,0,0,0
30,0,2,0,1,-1,0,0,-1,-1,1
52,0,3,0,1,-1,0,0,0,0,0
82,0,2,0,1,-1,0,0,0,0,0
34,0,1,0,0,-1,0,0,-1,-1,1
174,0,5,1,1,-1,0,0,-1,-1,1
52,0,3,0,1,-1,0,0,0,0,0
59,0,2,1,0,-1,0,0,0,0,1
49,0,1,1,0,-1,0,0,0,0,1
24,0,1,1,0,-1,0,0,-1,-1,0
86,0,2,1,1,-1,0,0,-1,-1,1
37,0,2,1,0,-1,0,0,0,0,0
101,0,1,0,0,-1,0,0,-1,-1,1
123,0,1,1,0,-1,0,0,-1,-1,1
142,0,4,0,2,-1,0,0,-1,-1,1
238,0,1,0,0,-1,0,0,1,0,1
46,1,3,0,0,-1,0,0,-1,-1,1
35,0,2,0,0,-1,0,0,0,0,0
33,0,1,1,0,-1,0,0,0,1,0
423,0,4,1,1,-1,0,0,0,0,1
35,0,2,1,0,-1,0,0,0,0,0
37,0,2,0,0,-1,0,0,-1,-1,1
61,0,2,0,1,-1,0,0,1,0,0
43,0,1,1,0,-1,0,0,0,1,0
63,0,2,0,1,-1,0,0,0,0,0
63,0,2,0,1,-1,0,0,0,0,0
91,0,2,0,1,-1,0,0,0,0,0
25,0,1,0,0,-1,0,0,1,0,0
83,0,2,1,0,-1,0,0,-1,-1,1
48,0,3,0,1,-1,0,0,0,0,0
27,0,2,1,1,-1,0,0,0,0,1
53,0,3,0,1,-1,0,0,0,0,0
44,0,1,1,0,-1,0,0,0,0,0
52,0,3,0,1,-1,0,0,0,0,0
67,0,4,0,3,-1,0,0,-1,-1,1
33,0,2,1,1,-1,0,0,-1,-1,1
67,0,4,0,3,-1,0,0,-1,-1,1
28,0,2,0,0,-1,0,0,-1,-1,0
20,0,1,0,0,-1,0,0,0,0,0
27,0,1,1,0,-1,0,0,1,0,1
34,0,2,1,1,-1,0,0,-1,-1,1
43,0,1,1,0,-1,0,0,0,1,0
26,0,1,0,0,-1,0,0,1,0,0
63,0,3,0,1,-1,0,0,0,0,0
32,0,2,1,1,-1,0,0,-1,-1,1
32,0,1,1,0,-1,0,0,0,1,0
284,0,3,1,1,-1,0,0,0,0,1
22,0,1,1,0,-1,0,0,-1,-1,1
55,0,2,0,1,-1,0,0,0,0,0
61,0,1,1,0,-1,0,0,0,0,0
35,0,2,1,1,-1,0,0,1,0,0
43,0,2,1,1,-1,0,0,-1,-1,1
32,0,2,0,1,-1,0,0,-1,-1,1
32,0,3,1,1,-1,0,0,0,0,0
20,0,1,1,0,-1,0,0,-1,-1,1
48,0,1,0,0,-1,0,0,-1,-1,1
107,0,2,0,0,-1,0,0,0,0,1
27,0,2,1,1,-1,0,0,-1,-1,1
63,0,2,0,1,-1,0,0,1,0,0
47,0,2,1,0,-1,0,0,0,0,0
56,0,2,1,0,-1,0,0,1,0,0
32,0,1,0,0,-1,0,0,0,1,0
36,0,1,0,0,-1,0,0,0,1,0
98,0,8,1,2,-1,0,0,-1,-1,1
68,0,4,1,3,-1,0,0,-1,-1,1
35,0,2,0,1,-1,0,0,-1,-1,1
47,0,3,1,1,-1,0,0,0,0,0
52,0,3,0,1,-1,0,0,0,0,0
33,0,2,1,1,-1,0,0,0,0,1
112,0,5,0,0,-1,0,0,-1,-1,1
37,0,3,0,1,-1,0,0,0,0,0
132,0,3,1,1,-1,0,0,0,0,1
50,0,3,1,1,-1,0,0,0,0,0
28,0,1,0,0,-1,0,0,-1,-1,1
70,0,2,1,1,-1,0,0,0,0,0
24,0,2,0,1,-1,0,0,-1,-1,1
55,0,3,0,1,-1,0,0,0,0,0
36,0,2,1,1,-1,0,0,-1,-1,1
31,0,1,1,0,-1,0,0,0,1,0
32,0,1,1,0,-1,0,0,0,1,0
72,0,4,1,1,-1,0,0,0,0,0
67,0,2,1,1,-1,0,0,0,0,0
54,0,2,1,1,-1,0,0,0,1,0
31,0,3,1,0,-1,0,0,-1,-1,1
127,0,2,1,1,-1,0,0,0,0,1
142,0,2,1,0,-1,0,0,-1,-1,1
73,0,4,0,3,-1,0,0,-1,-1,1
31,0,1,1,0,-1,0,0,0,1,0
63,0,2,0,1,-1,0,0,1,0,0
68,0,4,1,3,-1,0,0,-1,-1,1
135,0,2,1,1,-1,0,0,-1,-1,1
34,0,2,0,1,-1,0,0,-1,-1,1
77,0,3,1,2,-1,0,0,-1,-1,1
43,0,2,0,1,-1,0,0,1,0,1
37,0,3,1,1,-1,0,0,0,0,1
52,0,3,0,1,-1,0,0,0,0,0
62,0,3,0,1,-1,0,0,0,0,0
22,0,1,0,0,-1,0,0,0,0,1
37,0,3,0,1,-1,0,0,0,0,0
133,0,6,0,0,-1,0,0,1,0,1
32,0,2,1,1,-1,0,0,-1,-1,1
87,0,1,1,0,-1,0,0,-1,-1,1
84,0,3,1,2,-1,0,0,-1,-1,1
36,0,2,1,0,-1,0,0,0,0,0
43,0,4,1,1,-1,0,0,0,0,1
40,0,2,1,1,-1,0,0,0,1,0
102,0,3,1,1,-1,0,0,1,0,1
105,0,1,1,0,-1,0,0,0,0,0
219,0,3,0,0,-1,0,0,-1,-1,1
63,0,2,0,1,-1,0,0,0,0,0
63,0,2,0,1,-1,0,0,1,0,0
37,0,2,0,1,-1,0,0,-1,-1,1
30,0,1,0,0,-1,0,0,0,1,0
109,0,2,1,1,-1,0,0,0,0,0
72,0,4,1,3,-1,0,0,-1,-1,1
68,0,4,1,3,-1,0,0,-1,-1,1
20,0,1,1,0,-1,0,0,1,0,0
42,0,1,1,0,-1,0,0,0,1,0
32,0,1,1,0,-1,0,0,0,1,0
70,0,2,1,1,-1,0,0,0,0,0
40,0,3,1,1,-1,0,0,0,0,0
20,0,1,1,0,-1,0,0,1,0,0
31,0,2,1,1,-1,0,0,0,0,0
81,0,2,1,0,-1,0,0,0,0,1
20,1,3,0,0,-1,0,0,-1,-1,1
18,0,1,1,0,-1,0,0,0,0,1
40,0,1,1,0,-1,0,0,0,1,0
33,0,2,0,1,-1,0,0,0,0,1
48,0,5,1,4,-1,0,0,-1,-1,1
45,0,1,1,0,-1,0,0,0,1,0
24,0,1,1,0,-1,0,0,-1,-1,1
37,0,2,1,0,-1,0,0,0,0,0
23,0,1,0,0,-1,0,0,1,0,0
45,0,3,0,1,-1,0,0,0,0,0
33,0,2,0,1,-1,0,0,0,0,1
50,0,1,1,0,-1,0,0,0,1,0
55,0,2,0,1,-1,0,0,0,0,0
85,0,3,0,1,-1,0,0,0,0,0
50,0,2,0,0,-1,0,0,-1,-1,1
